"type","id","description"
"detection_id","588","surv_ice_seals_2025_fl237_L_236"
"detection_id","589","surv_ice_seals_2025_fl237_L_276"
"detection_id","595","surv_ice_seals_2025_fl237_L_462"
"detection_id","606","surv_ice_seals_2025_fl237_L_581"
"detection_id","609","surv_ice_seals_2025_fl237_L_619"
"detection_id","616","surv_ice_seals_2025_fl237_L_764"
"detection_id","622","surv_ice_seals_2025_fl237_L_857"
"detection_id","579","surv_ice_seals_2025_fl237_L_1352"
"detection_id","649","surv_ice_seals_2025_fl237_R_36"
"detection_id","629","surv_ice_seals_2025_fl237_R_113"
"detection_id","638","surv_ice_seals_2025_fl237_R_1254"
"detection_id","647","surv_ice_seals_2025_fl237_R_279"
"detection_id","648","surv_ice_seals_2025_fl237_R_286"
"detection_id","651","surv_ice_seals_2025_fl237_R_407"
"detection_id","659","surv_ice_seals_2025_fl237_R_570"
"detection_id","661","surv_ice_seals_2025_fl237_R_614"
"detection_id","641","surv_ice_seals_2025_fl237_R_1297"
"detection_id","672","surv_ice_seals_2025_fl237_R_850"
"detection_id","628","surv_ice_seals_2025_fl237_R_1086"
"detection_id","634","surv_ice_seals_2025_fl237_R_1202"
"detection_id","677","surv_ice_seals_2025_fl239_C_187"
"detection_id","679","surv_ice_seals_2025_fl242_C_391"
"detection_id","682","surv_ice_seals_2025_fl242_L_308"
"detection_id","683","surv_ice_seals_2025_fl242_L_336"
"detection_id","690","surv_ice_seals_2025_fl242_R_57"
"detection_id","691","surv_ice_seals_2025_fl242_R_62"
"detection_id","6","surv_ice_seals_2025_fl108_C_381"
"detection_id","33","surv_ice_seals_2025_fl108_R_7"
"detection_id","26","surv_ice_seals_2025_fl108_R_388"
"detection_id","36","surv_ice_seals_2025_fl108_R_821"
"detection_id","39","surv_ice_seals_2025_fl111_C_37"
"detection_id","50","surv_ice_seals_2025_fl113_C_382"
"detection_id","62","surv_ice_seals_2025_fl119_L_174"
"detection_id","68","surv_ice_seals_2025_fl120_C_89"
"detection_id","73","surv_ice_seals_2025_fl120_L_176"
"detection_id","83","surv_ice_seals_2025_fl121_C_348"
"detection_id","84","surv_ice_seals_2025_fl121_C_409"
"detection_id","96","surv_ice_seals_2025_fl121_L_703"
"detection_id","103","surv_ice_seals_2025_fl122_C_3"
"detection_id","104","surv_ice_seals_2025_fl122_L_71"
"detection_id","107","surv_ice_seals_2025_fl123_C_28"
"detection_id","105","surv_ice_seals_2025_fl123_C_127"
"detection_id","128","surv_ice_seals_2025_fl123_R_78"
"detection_id","129","surv_ice_seals_2025_fl125_C_10"
"detection_id","130","surv_ice_seals_2025_fl125_C_11"
"detection_id","137","surv_ice_seals_2025_fl125_C_80"
"detection_id","131","surv_ice_seals_2025_fl125_C_117"
"detection_id","133","surv_ice_seals_2025_fl125_C_242"
"detection_id","136","surv_ice_seals_2025_fl125_C_491"
"detection_id","150","surv_ice_seals_2025_fl125_R_265"
"detection_id","163","surv_ice_seals_2025_fl127_C_13"
"detection_id","175","surv_ice_seals_2025_fl127_R_135"
"detection_id","202","surv_ice_seals_2025_fl138_L_59"
"detection_id","213","surv_ice_seals_2025_fl202_C_36"
"detection_id","215","surv_ice_seals_2025_fl202_C_68"
"detection_id","220","surv_ice_seals_2025_fl202_R_25"
"detection_id","222","surv_ice_seals_2025_fl202_R_28"
"detection_id","234","surv_ice_seals_2025_fl203_C_7"
"detection_id","257","surv_ice_seals_2025_fl207_C_22"
"detection_id","253","surv_ice_seals_2025_fl207_C_104"
"detection_id","295","surv_ice_seals_2025_fl207_L_22"
"detection_id","310","surv_ice_seals_2025_fl207_L_54"
"detection_id","311","surv_ice_seals_2025_fl207_L_57"
"detection_id","281","surv_ice_seals_2025_fl207_L_116"
"detection_id","284","surv_ice_seals_2025_fl207_L_137"
"detection_id","286","surv_ice_seals_2025_fl207_L_143"
"detection_id","288","surv_ice_seals_2025_fl207_L_151"
"detection_id","316","surv_ice_seals_2025_fl207_R_10"
"detection_id","339","surv_ice_seals_2025_fl207_R_53"
"detection_id","341","surv_ice_seals_2025_fl207_R_61"
"detection_id","321","surv_ice_seals_2025_fl207_R_138"
"detection_id","332","surv_ice_seals_2025_fl207_R_232"
"detection_id","343","surv_ice_seals_2025_fl213_C_30"
"detection_id","344","surv_ice_seals_2025_fl213_C_50"
"detection_id","347","surv_ice_seals_2025_fl213_L_61"
"detection_id","354","surv_ice_seals_2025_fl213_R_24"
"detection_id","355","surv_ice_seals_2025_fl213_R_26"
"detection_id","350","surv_ice_seals_2025_fl213_R_131"
"detection_id","351","surv_ice_seals_2025_fl213_R_135"
"detection_id","363","surv_ice_seals_2025_fl214_C_66"
"detection_id","361","surv_ice_seals_2025_fl214_C_168"
"detection_id","365","surv_ice_seals_2025_fl214_L_124"
"detection_id","373","surv_ice_seals_2025_fl214_R_140"
"detection_id","390","surv_ice_seals_2025_fl216_R_76"
"detection_id","392","surv_ice_seals_2025_fl217_L_101"
"detection_id","393","surv_ice_seals_2025_fl217_L_106"
"detection_id","396","surv_ice_seals_2025_fl217_R_122"
"detection_id","402","surv_ice_seals_2025_fl218_C_160"
"detection_id","403","surv_ice_seals_2025_fl218_C_161"
"detection_id","420","surv_ice_seals_2025_fl218_L_274"
"detection_id","422","surv_ice_seals_2025_fl218_L_289"
"detection_id","432","surv_ice_seals_2025_fl218_L_370"
"detection_id","445","surv_ice_seals_2025_fl220_C_24"
"detection_id","452","surv_ice_seals_2025_fl223_C_18"
"detection_id","456","surv_ice_seals_2025_fl223_C_41"
"detection_id","467","surv_ice_seals_2025_fl225_C_24"
"detection_id","469","surv_ice_seals_2025_fl225_L_16"
"detection_id","475","surv_ice_seals_2025_fl227_C_1"
"detection_id","477","surv_ice_seals_2025_fl227_C_9"
"detection_id","489","surv_ice_seals_2025_fl232_R_23"
"detection_id","496","surv_ice_seals_2025_fl234_R_137"
"detection_id","497","surv_ice_seals_2025_fl234_R_138"
"detection_id","513","surv_ice_seals_2025_fl235_L_22"
"detection_id","521","surv_ice_seals_2025_fl235_R_42"
"detection_id","542","surv_ice_seals_2025_fl237_C_38"
"detection_id","530","surv_ice_seals_2025_fl237_C_175"
"detection_id","535","surv_ice_seals_2025_fl237_C_203"
"detection_id","539","surv_ice_seals_2025_fl237_C_334"
"detection_id","540","surv_ice_seals_2025_fl237_C_357"
"detection_id","544","surv_ice_seals_2025_fl237_C_466"
"detection_id","548","surv_ice_seals_2025_fl237_C_560"
"detection_id","549","surv_ice_seals_2025_fl237_C_597"
"detection_id","557","surv_ice_seals_2025_fl237_C_743"
"detection_id","559","surv_ice_seals_2025_fl237_C_789"
"detection_id","617","surv_ice_seals_2025_fl237_L_77"
"detection_id","585","surv_ice_seals_2025_fl237_L_210"
"detection_id","576","surv_ice_seals_2025_fl237_L_1335"
"detection_id","596","surv_ice_seals_2025_fl237_L_467"
"detection_id","598","surv_ice_seals_2025_fl237_L_492"
"detection_id","599","surv_ice_seals_2025_fl237_L_506"
"detection_id","603","surv_ice_seals_2025_fl237_L_556"
"detection_id","610","surv_ice_seals_2025_fl237_L_621"
"detection_id","611","surv_ice_seals_2025_fl237_L_640"
"detection_id","614","surv_ice_seals_2025_fl237_L_706"
"detection_id","615","surv_ice_seals_2025_fl237_L_746"
"detection_id","619","surv_ice_seals_2025_fl237_L_813"
"detection_id","578","surv_ice_seals_2025_fl237_L_1351"
"detection_id","625","surv_ice_seals_2025_fl237_L_937"
"detection_id","574","surv_ice_seals_2025_fl237_L_1102"
"detection_id","580","surv_ice_seals_2025_fl237_L_1361"
"detection_id","643","surv_ice_seals_2025_fl237_R_151"
"detection_id","655","surv_ice_seals_2025_fl237_R_484"
"detection_id","660","surv_ice_seals_2025_fl237_R_607"
"detection_id","662","surv_ice_seals_2025_fl237_R_639"
"detection_id","673","surv_ice_seals_2025_fl237_R_853"
"detection_id","674","surv_ice_seals_2025_fl237_R_865"
"detection_id","676","surv_ice_seals_2025_fl237_R_913"
"detection_id","692","surv_ice_seals_2025_fl242_R_9"
"detection_id","686","surv_ice_seals_2025_fl242_R_160"
"detection_id","11","surv_ice_seals_2025_fl108_L_312"
"detection_id","13","surv_ice_seals_2025_fl108_L_387"
"detection_id","14","surv_ice_seals_2025_fl108_L_528"
"detection_id","32","surv_ice_seals_2025_fl108_R_6"
"detection_id","46","surv_ice_seals_2025_fl111_R_75"
"detection_id","64","surv_ice_seals_2025_fl119_R_111"
"detection_id","88","surv_ice_seals_2025_fl121_C_61"
"detection_id","125","surv_ice_seals_2025_fl123_R_32"
"detection_id","143","surv_ice_seals_2025_fl125_L_6281"
"detection_id","155","surv_ice_seals_2025_fl125_R_633"
"detection_id","153","surv_ice_seals_2025_fl125_R_409"
"detection_id","160","surv_ice_seals_2025_fl126_L_379"
"detection_id","159","surv_ice_seals_2025_fl126_L_1963"
"detection_id","172","surv_ice_seals_2025_fl127_L_2149"
"detection_id","180","surv_ice_seals_2025_fl127_R_62"
"detection_id","185","surv_ice_seals_2025_fl132_L_168"
"detection_id","193","surv_ice_seals_2025_fl135_L_95"
"detection_id","201","surv_ice_seals_2025_fl138_L_45"
"detection_id","204","surv_ice_seals_2025_fl138_R_2946"
"detection_id","211","surv_ice_seals_2025_fl202_C_17"
"detection_id","232","surv_ice_seals_2025_fl203_C_48"
"detection_id","235","surv_ice_seals_2025_fl203_L_114"
"detection_id","242","surv_ice_seals_2025_fl203_R_177"
"detection_id","261","surv_ice_seals_2025_fl207_C_31"
"detection_id","262","surv_ice_seals_2025_fl207_C_32"
"detection_id","264","surv_ice_seals_2025_fl207_C_34"
"detection_id","275","surv_ice_seals_2025_fl207_C_84"
"detection_id","319","surv_ice_seals_2025_fl207_R_125"
"detection_id","342","surv_ice_seals_2025_fl210_L_193"
"detection_id","352","surv_ice_seals_2025_fl213_R_148"
"detection_id","362","surv_ice_seals_2025_fl214_C_169"
"detection_id","368","surv_ice_seals_2025_fl214_L_171"
"detection_id","385","surv_ice_seals_2025_fl216_L_23"
"detection_id","391","surv_ice_seals_2025_fl217_C_117"
"detection_id","418","surv_ice_seals_2025_fl218_L_231"
"detection_id","428","surv_ice_seals_2025_fl218_L_343"
"detection_id","441","surv_ice_seals_2025_fl218_R_66"
"detection_id","446","surv_ice_seals_2025_fl220_L_21"
"detection_id","460","surv_ice_seals_2025_fl223_L_17"
"detection_id","476","surv_ice_seals_2025_fl227_C_26"
"detection_id","491","surv_ice_seals_2025_fl234_L_122"
"detection_id","507","surv_ice_seals_2025_fl235_C_76"
"detection_id","518","surv_ice_seals_2025_fl235_R_32"
"detection_id","552","surv_ice_seals_2025_fl237_C_646"
"detection_id","600","surv_ice_seals_2025_fl237_L_507"
"detection_id","602","surv_ice_seals_2025_fl237_L_531"
"detection_id","604","surv_ice_seals_2025_fl237_L_571"
"detection_id","613","surv_ice_seals_2025_fl237_L_679"
"detection_id","581","surv_ice_seals_2025_fl237_L_1364"
"detection_id","623","surv_ice_seals_2025_fl237_L_859"
"detection_id","639","surv_ice_seals_2025_fl237_R_1265"
"detection_id","654","surv_ice_seals_2025_fl237_R_471"
"detection_id","681","surv_ice_seals_2025_fl242_C_85"
"detection_id","689","surv_ice_seals_2025_fl242_R_52"
"detection_id","20","surv_ice_seals_2025_fl108_L_970"
"detection_id","122","surv_ice_seals_2025_fl123_R_15"
"detection_id","132","surv_ice_seals_2025_fl125_C_13"
"detection_id","198","surv_ice_seals_2025_fl137_L_451"
"detection_id","244","surv_ice_seals_2025_fl203_R_22"
"detection_id","243","surv_ice_seals_2025_fl203_R_179"
"detection_id","289","surv_ice_seals_2025_fl207_L_154"
"detection_id","279","surv_ice_seals_2025_fl207_L_108"
"detection_id","287","surv_ice_seals_2025_fl207_L_149"
"detection_id","334","surv_ice_seals_2025_fl207_R_26"
"detection_id","419","surv_ice_seals_2025_fl218_L_239"
"detection_id","438","surv_ice_seals_2025_fl218_R_241"
"detection_id","440","surv_ice_seals_2025_fl218_R_294"
"detection_id","503","surv_ice_seals_2025_fl235_C_37"
"detection_id","504","surv_ice_seals_2025_fl235_C_59"
"detection_id","558","surv_ice_seals_2025_fl237_C_75"
"detection_id","592","surv_ice_seals_2025_fl237_L_366"
"detection_id","632","surv_ice_seals_2025_fl237_R_119"
"detection_id","678","surv_ice_seals_2025_fl239_L_56"
"image_number","1","ice_seals_2025_fl107_C_20250412_004539.739968_rgb.jpg"
"image_number","3","ice_seals_2025_fl108_C_20250414_213004.275269_rgb.jpg"
"image_number","4","ice_seals_2025_fl108_C_20250414_214237.692306_rgb.jpg"
"image_number","5","ice_seals_2025_fl108_C_20250414_220546.104362_rgb.jpg"
"image_number","8","ice_seals_2025_fl108_C_20250414_231107.241226_rgb.jpg"
"image_number","9","ice_seals_2025_fl108_C_20250414_232846.439301_rgb.jpg"
"image_number","10","ice_seals_2025_fl108_L_20250414_214740.018141_rgb.jpg"
"image_number","13","ice_seals_2025_fl108_L_20250414_220924.724474_rgb.jpg"
"image_number","16","ice_seals_2025_fl108_L_20250414_232843.883063_rgb.jpg"
"image_number","20","ice_seals_2025_fl108_L_20250414_235140.736593_rgb.jpg"
"image_number","22","ice_seals_2025_fl108_L_20250415_000936.421793_rgb.jpg"
"image_number","26","ice_seals_2025_fl108_R_20250414_211256.906837_rgb.jpg"
"image_number","27","ice_seals_2025_fl108_R_20250414_214002.984385_rgb.jpg"
"image_number","31","ice_seals_2025_fl108_R_20250414_224442.845452_rgb.jpg"
"image_number","32","ice_seals_2025_fl108_R_20250414_225248.607276_rgb.jpg"
"image_number","34","ice_seals_2025_fl108_R_20250414_233940.693921_rgb.jpg"
"image_number","37","ice_seals_2025_fl109_C_20250418_013148.551621_rgb.jpg"
"image_number","42","ice_seals_2025_fl111_L_20250419_222406.598752_rgb.jpg"
"image_number","43","ice_seals_2025_fl111_L_20250419_235531.427922_rgb.jpg"
"image_number","44","ice_seals_2025_fl111_L_20250420_000808.672220_rgb.jpg"
"image_number","48","ice_seals_2025_fl113_C_20250421_224354.881428_rgb.jpg"
"image_number","49","ice_seals_2025_fl113_C_20250421_224918.350635_rgb.jpg"
"image_number","53","ice_seals_2025_fl115_R_20250422_224537.761871_rgb.jpg"
"image_number","54","ice_seals_2025_fl116_R_20250424_234941.640028_rgb.jpg"
"image_number","55","ice_seals_2025_fl119_C_20250505_192828.284545_rgb.jpg"
"image_number","56","ice_seals_2025_fl119_C_20250505_192832.612083_rgb.jpg"
"image_number","57","ice_seals_2025_fl119_C_20250505_192958.162925_rgb.jpg"
"image_number","59","ice_seals_2025_fl119_R_20250505_201426.038319_rgb.jpg"
"image_number","61","ice_seals_2025_fl119_R_20250505_204651.702836_rgb.jpg"
"image_number","67","ice_seals_2025_fl120_L_20250506_021355.381200_rgb.jpg"
"image_number","69","ice_seals_2025_fl120_L_20250506_022748.156358_rgb.jpg"
"image_number","72","ice_seals_2025_fl120_L_20250506_033345.782543_rgb.jpg"
"image_number","73","ice_seals_2025_fl120_L_20250506_033541.538034_rgb.jpg"
"image_number","76","ice_seals_2025_fl120_L_20250506_041347.416852_rgb.jpg"
"image_number","77","ice_seals_2025_fl120_R_20250506_013818.080090_rgb.jpg"
"image_number","81","ice_seals_2025_fl121_C_20250508_000022.779074_rgb.jpg"
"image_number","84","ice_seals_2025_fl121_C_20250508_002846.994213_rgb.jpg"
"image_number","85","ice_seals_2025_fl121_L_20250507_224843.214942_rgb.jpg"
"image_number","87","ice_seals_2025_fl121_L_20250507_230008.664961_rgb.jpg"
"image_number","90","ice_seals_2025_fl121_L_20250507_234043.876251_rgb.jpg"
"image_number","94","ice_seals_2025_fl121_R_20250507_234559.540169_rgb.jpg"
"image_number","95","ice_seals_2025_fl121_R_20250508_002021.253038_rgb.jpg"
"image_number","97","ice_seals_2025_fl122_C_20250508_182412.985024_rgb.jpg"
"image_number","100","ice_seals_2025_fl123_C_20250509_001224.753186_rgb.jpg"
"image_number","102","ice_seals_2025_fl123_C_20250509_001935.644114_rgb.jpg"
"image_number","103","ice_seals_2025_fl123_C_20250509_003818.598984_rgb.jpg"
"image_number","104","ice_seals_2025_fl123_C_20250509_004020.468189_rgb.jpg"
"image_number","105","ice_seals_2025_fl123_C_20250509_012429.779941_rgb.jpg"
"image_number","107","ice_seals_2025_fl123_L_20250508_235746.684797_rgb.jpg"
"image_number","110","ice_seals_2025_fl123_L_20250509_012650.028954_rgb.jpg"
"image_number","111","ice_seals_2025_fl123_L_20250509_013632.593935_rgb.jpg"
"image_number","112","ice_seals_2025_fl123_L_20250509_015436.363796_rgb.jpg"
"image_number","113","ice_seals_2025_fl123_L_20250509_025122.448781_rgb.jpg"
"image_number","114","ice_seals_2025_fl123_R_20250509_000621.684201_rgb.jpg"
"image_number","117","ice_seals_2025_fl123_R_20250509_011434.631298_rgb.jpg"
"image_number","121","ice_seals_2025_fl123_R_20250509_022400.262474_rgb.jpg"
"image_number","124","ice_seals_2025_fl125_C_20250510_182048.499845_rgb.jpg"
"image_number","126","ice_seals_2025_fl125_C_20250510_184023.750632_rgb.jpg"
"image_number","129","ice_seals_2025_fl125_C_20250510_203301.160551_rgb.jpg"
"image_number","132","ice_seals_2025_fl125_L_20250510_192316.403445_rgb.jpg"
"image_number","133","ice_seals_2025_fl125_L_20250510_193003.796964_rgb.jpg"
"image_number","134","ice_seals_2025_fl125_L_20250510_201251.529112_rgb.jpg"
"image_number","140","ice_seals_2025_fl125_R_20250510_182407.142721_rgb.jpg"
"image_number","142","ice_seals_2025_fl125_R_20250510_191752.773655_rgb.jpg"
"image_number","145","ice_seals_2025_fl125_R_20250510_202531.632431_rgb.jpg"
"image_number","149","ice_seals_2025_fl126_L_20250511_002426.153861_rgb.jpg"
"image_number","151","ice_seals_2025_fl126_R_20250511_012756.059900_rgb.jpg"
"image_number","155","ice_seals_2025_fl127_C_20250511_223306.430381_rgb.jpg"
"image_number","158","ice_seals_2025_fl127_L_20250511_202501.731195_rgb.jpg"
"image_number","159","ice_seals_2025_fl127_L_20250511_205859.514378_rgb.jpg"
"image_number","160","ice_seals_2025_fl127_L_20250511_221924.688874_rgb.jpg"
"image_number","161","ice_seals_2025_fl127_L_20250511_222000.558245_rgb.jpg"
"image_number","164","ice_seals_2025_fl127_L_20250511_222337.129290_rgb.jpg"
"image_number","165","ice_seals_2025_fl127_R_20250511_213505.272892_rgb.jpg"
"image_number","166","ice_seals_2025_fl127_R_20250511_222134.667383_rgb.jpg"
"image_number","173","ice_seals_2025_fl132_C_20250603_001257.517481_rgb.jpg"
"image_number","176","ice_seals_2025_fl132_R_20250602_221917.628253_rgb.jpg"
"image_number","177","ice_seals_2025_fl133_R_20250605_020259.042028_rgb.jpg"
"image_number","179","ice_seals_2025_fl134_C_20250606_023652.213151_rgb.jpg"
"image_number","181","ice_seals_2025_fl134_R_20250606_020442.482017_rgb.jpg"
"image_number","184","ice_seals_2025_fl136_R_20250608_023902.754772_rgb.jpg"
"image_number","185","ice_seals_2025_fl137_C_20250609_222314.760639_rgb.jpg"
"image_number","189","ice_seals_2025_fl137_R_20250609_230039.877394_rgb.jpg"
"image_number","190","ice_seals_2025_fl138_C_20250610_171149.861476_rgb.jpg"
"image_number","196","ice_seals_2025_fl202_C_20250405_224329.273145_rgb.jpg"
"image_number","199","ice_seals_2025_fl202_C_20250405_230526.747575_rgb.jpg"
"image_number","201","ice_seals_2025_fl202_C_20250405_233642.639889_rgb.jpg"
"image_number","204","ice_seals_2025_fl202_C_20250406_014232.244929_rgb.jpg"
"image_number","206","ice_seals_2025_fl202_R_20250405_224659.491672_rgb.jpg"
"image_number","208","ice_seals_2025_fl202_R_20250405_225800.614723_rgb.jpg"
"image_number","211","ice_seals_2025_fl202_R_20250405_230610.364249_rgb.jpg"
"image_number","213","ice_seals_2025_fl202_R_20250405_232644.364106_rgb.jpg"
"image_number","214","ice_seals_2025_fl202_R_20250405_232709.692147_rgb.jpg"
"image_number","215","ice_seals_2025_fl202_R_20250405_233847.337034_rgb.jpg"
"image_number","216","ice_seals_2025_fl202_R_20250405_234038.229393_rgb.jpg"
"image_number","217","ice_seals_2025_fl202_R_20250405_234457.763732_rgb.jpg"
"image_number","220","ice_seals_2025_fl203_C_20250409_011143.526787_rgb.jpg"
"image_number","227","ice_seals_2025_fl203_R_20250409_011829.647762_rgb.jpg"
"image_number","228","ice_seals_2025_fl203_R_20250409_012121.618755_rgb.jpg"
"image_number","230","ice_seals_2025_fl203_R_20250409_012526.906120_rgb.jpg"
"image_number","231","ice_seals_2025_fl204_L_20250410_213319.748177_rgb.jpg"
"image_number","233","ice_seals_2025_fl204_L_20250410_232223.557168_rgb.jpg"
"image_number","234","ice_seals_2025_fl204_R_20250410_210600.763746_rgb.jpg"
"image_number","235","ice_seals_2025_fl207_C_20250419_001048.136452_rgb.jpg"
"image_number","236","ice_seals_2025_fl207_C_20250419_001238.558337_rgb.jpg"
"image_number","238","ice_seals_2025_fl207_C_20250419_002100.658210_rgb.jpg"
"image_number","240","ice_seals_2025_fl207_C_20250419_003417.496772_rgb.jpg"
"image_number","243","ice_seals_2025_fl207_C_20250419_003858.054440_rgb.jpg"
"image_number","245","ice_seals_2025_fl207_C_20250419_004220.273756_rgb.jpg"
"image_number","247","ice_seals_2025_fl207_C_20250419_011012.024813_rgb.jpg"
"image_number","249","ice_seals_2025_fl207_C_20250419_012418.546880_rgb.jpg"
"image_number","253","ice_seals_2025_fl207_L_20250418_233217.751008_rgb.jpg"
"image_number","255","ice_seals_2025_fl207_L_20250418_234257.704233_rgb.jpg"
"image_number","257","ice_seals_2025_fl207_L_20250419_001044.250483_rgb.jpg"
"image_number","258","ice_seals_2025_fl207_L_20250419_001242.639183_rgb.jpg"
"image_number","259","ice_seals_2025_fl207_L_20250419_001959.514913_rgb.jpg"
"image_number","260","ice_seals_2025_fl207_L_20250419_003103.588656_rgb.jpg"
"image_number","261","ice_seals_2025_fl207_L_20250419_003111.659008_rgb.jpg"
"image_number","262","ice_seals_2025_fl207_L_20250419_003117.416902_rgb.jpg"
"image_number","263","ice_seals_2025_fl207_L_20250419_003606.907538_rgb.jpg"
"image_number","264","ice_seals_2025_fl207_L_20250419_003746.454615_rgb.jpg"
"image_number","266","ice_seals_2025_fl207_L_20250419_004131.871654_rgb.jpg"
"image_number","267","ice_seals_2025_fl207_L_20250419_005748.144117_rgb.jpg"
"image_number","268","ice_seals_2025_fl207_L_20250419_011157.046916_rgb.jpg"
"image_number","269","ice_seals_2025_fl207_L_20250419_011657.701438_rgb.jpg"
"image_number","271","ice_seals_2025_fl207_L_20250419_011924.405611_rgb.jpg"
"image_number","272","ice_seals_2025_fl207_L_20250419_012150.438363_rgb.jpg"
"image_number","274","ice_seals_2025_fl207_L_20250419_012504.618180_rgb.jpg"
"image_number","275","ice_seals_2025_fl207_L_20250419_013303.003730_rgb.jpg"
"image_number","276","ice_seals_2025_fl207_L_20250419_013557.956382_rgb.jpg"
"image_number","277","ice_seals_2025_fl207_L_20250419_013600.530735_rgb.jpg"
"image_number","283","ice_seals_2025_fl207_R_20250419_000936.144412_rgb.jpg"
"image_number","285","ice_seals_2025_fl207_R_20250419_001105.080359_rgb.jpg"
"image_number","286","ice_seals_2025_fl207_R_20250419_001736.182806_rgb.jpg"
"image_number","287","ice_seals_2025_fl207_R_20250419_003443.041191_rgb.jpg"
"image_number","289","ice_seals_2025_fl207_R_20250419_003900.560794_rgb.jpg"
"image_number","290","ice_seals_2025_fl207_R_20250419_004123.708740_rgb.jpg"
"image_number","292","ice_seals_2025_fl207_R_20250419_010441.342343_rgb.jpg"
"image_number","294","ice_seals_2025_fl207_R_20250419_012023.643280_rgb.jpg"
"image_number","296","ice_seals_2025_fl207_R_20250419_012706.619657_rgb.jpg"
"image_number","297","ice_seals_2025_fl207_R_20250419_012719.237585_rgb.jpg"
"image_number","298","ice_seals_2025_fl207_R_20250419_013124.444238_rgb.jpg"
"image_number","299","ice_seals_2025_fl207_R_20250419_013337.673223_rgb.jpg"
"image_number","300","ice_seals_2025_fl207_R_20250419_013603.108654_rgb.jpg"
"image_number","308","ice_seals_2025_fl213_R_20250423_220044.260143_rgb.jpg"
"image_number","312","ice_seals_2025_fl213_R_20250423_230715.988991_rgb.jpg"
"image_number","313","ice_seals_2025_fl213_R_20250423_231258.658646_rgb.jpg"
"image_number","314","ice_seals_2025_fl213_R_20250424_000434.291038_rgb.jpg"
"image_number","319","ice_seals_2025_fl214_C_20250425_010430.312057_rgb.jpg"
"image_number","322","ice_seals_2025_fl214_C_20250425_014300.159308_rgb.jpg"
"image_number","326","ice_seals_2025_fl214_L_20250425_021342.766942_rgb.jpg"
"image_number","327","ice_seals_2025_fl214_L_20250425_021439.620296_rgb.jpg"
"image_number","328","ice_seals_2025_fl214_L_20250425_021841.738677_rgb.jpg"
"image_number","330","ice_seals_2025_fl214_R_20250425_011959.296133_rgb.jpg"
"image_number","333","ice_seals_2025_fl214_R_20250425_020644.529298_rgb.jpg"
"image_number","334","ice_seals_2025_fl215_C_20250425_214238.404907_rgb.jpg"
"image_number","335","ice_seals_2025_fl215_C_20250425_221057.303613_rgb.jpg"
"image_number","337","ice_seals_2025_fl215_R_20250425_215736.416518_rgb.jpg"
"image_number","338","ice_seals_2025_fl215_R_20250425_223102.126076_rgb.jpg"
"image_number","339","ice_seals_2025_fl215_R_20250425_232541.112957_rgb.jpg"
"image_number","340","ice_seals_2025_fl216_C_20250501_225718.266338_rgb.jpg"
"image_number","341","ice_seals_2025_fl216_C_20250501_232444.998769_rgb.jpg"
"image_number","342","ice_seals_2025_fl216_C_20250501_234050.621742_rgb.jpg"
"image_number","345","ice_seals_2025_fl216_L_20250501_231412.453186_rgb.jpg"
"image_number","346","ice_seals_2025_fl216_L_20250501_232936.592463_rgb.jpg"
"image_number","349","ice_seals_2025_fl217_L_20250505_221346.844208_rgb.jpg"
"image_number","354","ice_seals_2025_fl217_R_20250505_223554.439584_rgb.jpg"
"image_number","355","ice_seals_2025_fl217_R_20250505_224722.460031_rgb.jpg"
"image_number","356","ice_seals_2025_fl217_R_20250505_224738.899713_rgb.jpg"
"image_number","358","ice_seals_2025_fl218_C_20250508_224626.991261_rgb.jpg"
"image_number","359","ice_seals_2025_fl218_C_20250508_230542.602945_rgb.jpg"
"image_number","362","ice_seals_2025_fl218_C_20250508_231003.126224_rgb.jpg"
"image_number","363","ice_seals_2025_fl218_C_20250508_231135.634938_rgb.jpg"
"image_number","365","ice_seals_2025_fl218_C_20250508_233047.413815_rgb.jpg"
"image_number","366","ice_seals_2025_fl218_L_20250508_214836.871896_rgb.jpg"
"image_number","367","ice_seals_2025_fl218_L_20250508_215249.879086_rgb.jpg"
"image_number","369","ice_seals_2025_fl218_L_20250508_222810.644064_rgb.jpg"
"image_number","370","ice_seals_2025_fl218_L_20250508_224230.367500_rgb.jpg"
"image_number","373","ice_seals_2025_fl218_L_20250508_224622.667632_rgb.jpg"
"image_number","379","ice_seals_2025_fl218_L_20250508_230215.672723_rgb.jpg"
"image_number","381","ice_seals_2025_fl218_L_20250508_230522.080012_rgb.jpg"
"image_number","382","ice_seals_2025_fl218_L_20250508_230632.275923_rgb.jpg"
"image_number","383","ice_seals_2025_fl218_L_20250508_230711.021650_rgb.jpg"
"image_number","384","ice_seals_2025_fl218_L_20250508_230807.915110_rgb.jpg"
"image_number","387","ice_seals_2025_fl218_L_20250508_231313.120414_rgb.jpg"
"image_number","391","ice_seals_2025_fl218_L_20250508_232007.727617_rgb.jpg"
"image_number","392","ice_seals_2025_fl218_L_20250508_232041.956357_rgb.jpg"
"image_number","396","ice_seals_2025_fl218_R_20250508_231018.254261_rgb.jpg"
"image_number","399","ice_seals_2025_fl219_L_20250509_215837.396501_rgb.jpg"
"image_number","400","ice_seals_2025_fl220_C_20250510_193814.572067_rgb.jpg"
